period,exp,spread_uncond,spread_t0,spread_t1,spread_t2,delta,n
2017-12-31,new_conv|mktcap,-0.030194791092728247,-0.043300008604785056,-0.0059195082597819845,-0.02831505211690494,-0.013105217512056809,1444
2017-12-31,dbreadth|io,0.009975853792699066,0.05421068200601037,0.001896317372902915,0.0010451505293896657,0.0442348282133113,1449
2017-12-31,distress|adv,-0.0584379880901547,0.03321044438657264,-0.05830830216446769,-0.036514266245179144,0.09164843247672734,1490
2017-12-31,pressure|vol,-0.008080149784928728,0.0006773743020367443,0.014231038876361124,0.009910332133897484,0.017990481918826212,1490
2017-12-31,exit_rate|mom,0.019528064648687955,0.030613051095275345,0.000870789208071078,0.012867167185549769,0.01108498644658739,1443
2017-12-31,pressure|adv,-0.008080149784928728,-0.04425948286781611,-0.003642304519328385,0.020503278433481136,-0.036179333082887385,1490
2017-12-31,pressure|mktcap,-0.0053490890293140525,-0.050946559068243066,0.008326648648778981,0.00868034235890609,-0.045597470038929014,1445
2017-12-31,pressure|vol_resid,-0.008242348685213612,-0.01034826042442294,0.018203595339394467,0.004686410889685466,0.012928759574899078,1444
2017-12-31,pressure_o|vol,0.0003729214044295298,-0.004624999186133998,0.03829675582356179,-0.004720503386007435,-0.005093424790436965,1447
2017-12-31,pressure_o|vol_resid,0.0025528884376102914,-0.00836388295122266,0.0256058860015089,-0.0018153645618542852,-0.004368252999464577,1402
2018-03-31,new_conv|mktcap,0.03820054486960902,0.0888647795281273,0.008182611597431035,0.050742612376145545,0.05066423465851828,1480
2018-03-31,dbreadth|io,0.004598938123122551,-0.005478481887950755,-0.009793998770288914,0.030674697907831866,-0.010077420011073306,1492
2018-03-31,distress|adv,-0.02239511219759418,0.11592177020738738,0.034347278779382415,-0.00560389164910987,0.13831688240498155,1526
2018-03-31,pressure|vol,0.016714213534551214,-0.0018079259896026795,-0.03295194403975957,0.045324028850387124,0.02860981531583591,1526
2018-03-31,exit_rate|mom,0.00870461324092954,0.044340469756848175,-0.013110193683321551,-0.004167506011857287,0.035635856515918635,1468
2018-03-31,pressure|adv,0.016714213534551214,0.0015060557773689531,0.0018075843779500264,0.01419780984735846,-0.015208157757182261,1526
2018-03-31,pressure|mktcap,0.02115131981239597,0.0035860848583409294,0.014246283018615524,-0.04725706372698799,-0.017565234954055042,1481
2018-03-31,pressure|vol_resid,0.02055370735821696,-0.02138172308604224,-0.004581636262093222,0.029827461536472706,0.009273754178255746,1480
2018-03-31,pressure_o|vol,0.013036634079150546,-0.004902976200551475,-0.03799485813946566,-0.007077991569447127,-0.020114625648597673,1474
2018-03-31,pressure_o|vol_resid,0.013934610511234756,-0.026780431966930127,-0.009973705075525877,-0.009913931580192718,-0.023848542091427474,1429
2018-06-30,new_conv|mktcap,0.02821212371360262,0.08932495951683483,-0.01681706259543192,-0.003543470404466939,0.061112835803232214,1515
2018-06-30,dbreadth|io,-0.024295735506755435,-0.06111870462624884,-0.010468477268928258,-0.0030409073149264693,-0.036822969119493405,1529
2018-06-30,distress|adv,-0.01023688426953042,-0.03062788520613778,0.04175698509632096,0.06270939496063482,-0.02039100093660736,1561
2018-06-30,pressure|vol,0.014834163767427404,0.020155299439044976,0.0015299863136428171,0.02660928835764225,0.011775124590214847,1561
2018-06-30,exit_rate|mom,-0.027525697931581508,-0.012107353502638692,-0.079877513487553,-0.03408472236231648,0.015418344428942816,1496
2018-06-30,pressure|adv,0.014834163767427404,0.028767780703928734,0.0018912174728182435,0.011529242324885773,0.01393361693650133,1561
2018-06-30,pressure|mktcap,0.01785367586156144,0.04218070053405985,0.043514856989084194,-0.03606770856753232,0.024327024672498414,1516
2018-06-30,pressure|vol_resid,0.017756331501165852,0.01878979270806971,0.02449985894680165,-1.6308251151730957e-05,-0.017772639752317583,1515
2018-06-30,pressure_o|vol,0.011544039940890281,0.016629756246967813,0.010349324413302968,0.010944608252368898,-0.0005994316885213832,1506
2018-06-30,pressure_o|vol_resid,0.012055000934372402,0.012929463032243044,0.03262350957228648,-0.006356638834752126,-0.01841163976912453,1461
2018-09-30,new_conv|mktcap,0.002973535986539884,-0.011802735231064801,-0.00993249987005116,0.026479346135840395,-0.014776271217604685,1564
2018-09-30,dbreadth|io,0.00580380483894679,-0.021656786361190325,0.011523306706908473,0.007608176824944052,-0.027460591200137115,1575
2018-09-30,distress|adv,-0.013478127077494767,-0.005047670661626619,-0.045214248746770824,-0.028028005257232057,0.008430456415868148,1610
2018-09-30,pressure|vol,0.019434279080395023,-0.004512961879283961,-0.030164700223425343,0.06753787042255091,0.04810359134215589,1610
2018-09-30,exit_rate|mom,0.028292968653824864,0.08829911385695575,-0.007568516278050261,-0.03950819466261515,0.06000614520313089,1534
2018-09-30,pressure|adv,0.019434279080395023,0.046524425582076895,-0.005698086552002518,0.0030664876619368106,0.027090146501681872,1610
